Indicator,Country,ADM1_CODE,Province,Date,Data,Year,Month,Dekad,Unit,Source
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-02-21,0.573, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-02-21,0.635, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-02-21,0.601, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-02-21,0.508, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-02-21,0.745, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-02-21,0.6, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-02-21,0.612, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-02-21,0.674, 2022,02,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-03-01,0.562, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-03-01,0.534, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-03-01,0.595, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-03-01,0.643, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-03-01,0.595, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-03-01,0.661, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-03-01,0.625, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-03-01,0.646, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-03-01,0.704, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-03-01,0.652, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-03-01,0.821, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-03-01,0.703, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-03-01,0.536, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-03-01,0.81, 2022,03,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-03-11,0.658, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-03-11,0.653, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-03-11,0.643, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-03-11,0.669, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-03-11,0.653, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-03-11,0.641, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-03-11,0.609, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-03-11,0.748, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-03-11,0.793, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-03-11,0.799, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-03-11,0.706, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-03-11,0.72, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-03-11,0.638, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-03-11,0.648, 2022,03,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-03-21,0.637, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-03-21,0.607, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-03-21,0.631, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-03-21,0.618, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-03-21,0.613, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-03-21,0.56, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-03-21,0.587, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-03-21,0.68, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-03-21,0.671, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-03-21,0.678, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-03-21,0.7, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-03-21,0.58, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-03-21,0.672, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-03-21,0.698, 2022,03,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-04-01,0.64, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-04-01,0.672, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-04-01,0.659, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-04-01,0.641, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-04-01,0.645, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-04-01,0.541, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-04-01,0.554, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-04-01,0.701, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-04-01,0.654, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-04-01,0.675, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-04-01,0.664, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-04-01,0.523, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-04-01,0.675, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-04-01,0.657, 2022,04,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-04-11,0.67, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-04-11,0.661, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-04-11,0.647, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-04-11,0.621, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-04-11,0.665, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-04-11,0.594, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-04-11,0.574, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-04-11,0.689, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-04-11,0.663, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-04-11,0.695, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-04-11,0.69, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-04-11,0.539, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-04-11,0.676, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-04-11,0.67, 2022,04,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-04-21,0.599, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-04-21,0.573, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-04-21,0.582, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-04-21,0.541, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-04-21,0.615, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-04-21,0.651, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-04-21,0.615, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-04-21,0.637, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-04-21,0.633, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-04-21,0.644, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-04-21,0.706, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-04-21,0.587, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-04-21,0.612, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-04-21,0.608, 2022,04,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-05-01,0.545, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-05-01,0.582, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-05-01,0.601, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-05-01,0.624, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-05-01,0.61, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-05-01,0.768, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-05-01,0.78, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-05-01,0.684, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-05-01,0.749, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-05-01,0.711, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-05-01,0.763, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-05-01,0.788, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-05-01,0.625, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-05-01,0.645, 2022,05,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-05-11,0.442, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-05-11,0.505, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-05-11,0.56, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-05-11,0.578, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-05-11,0.61, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-05-11,0.522, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-05-11,0.448, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-05-11,0.578, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-05-11,0.634, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-05-11,0.55, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-05-11,0.591, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-05-11,0.56, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-05-11,0.558, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-05-11,0.554, 2022,05,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-05-21,0.527, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-05-21,0.698, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-05-21,0.675, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-05-21,0.693, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-05-21,0.736, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-05-21,0.626, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-05-21,0.537, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-05-21,0.709, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-05-21,0.887, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-05-21,0.696, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-05-21,0.762, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-05-21,0.721, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-05-21,0.69, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-05-21,0.747, 2022,05,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-06-01,0.613, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-06-01,0.741, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-06-01,0.697, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-06-01,0.677, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-06-01,0.705, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-06-01,0.671, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-06-01,0.694, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-06-01,0.722, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-06-01,0.863, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-06-01,0.732, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-06-01,0.741, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-06-01,0.844, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-06-01,0.706, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-06-01,0.705, 2022,06,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-06-11,0.687, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-06-11,0.825, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-06-11,0.882, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-06-11,0.899, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-06-11,0.934, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-06-11,0.819, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-06-11,0.763, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-06-11,0.765, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-06-11,0.892, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-06-11,0.83, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-06-11,0.834, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-06-11,0.908, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-06-11,0.793, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-06-11,0.825, 2022,06,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-06-21,0.737, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-06-21,1.052, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-06-21,1.036, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-06-21,1.038, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-06-21,1.076, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-06-21,0.816, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-06-21,0.879, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-06-21,0.892, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-06-21,0.894, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-06-21,0.931, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-06-21,0.979, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-06-21,0.938, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-06-21,0.968, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-06-21,0.874, 2022,06,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-07-01,0.643, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-07-01,0.829, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-07-01,0.881, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-07-01,0.879, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-07-01,0.952, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-07-01,0.797, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-07-01,0.848, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-07-01,0.68, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-07-01,0.746, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-07-01,0.784, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-07-01,0.859, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-07-01,0.879, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-07-01,0.771, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-07-01,0.756, 2022,07,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-07-11,0.55, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-07-11,0.666, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-07-11,0.749, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-07-11,0.711, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-07-11,0.789, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-07-11,0.675, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-07-11,0.667, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-07-11,0.542, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-07-11,0.608, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-07-11,0.551, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-07-11,0.795, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-07-11,0.777, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-07-11,0.578, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-07-11,0.77, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-07-11,0.55, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-07-11,0.666, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-07-11,0.749, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-07-11,0.711, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-07-11,0.789, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-07-11,0.675, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-07-11,0.667, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-07-11,0.542, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-07-11,0.608, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-07-11,0.551, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-07-11,0.795, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-07-11,0.777, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-07-11,0.578, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-07-11,0.77, 2022,07,2, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-07-21,0.566, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-07-21,0.728, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-07-21,0.709, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-07-21,0.687, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-07-21,0.755, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-07-21,0.52, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-07-21,0.682, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-07-21,0.657, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-07-21,0.688, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47589,Saint louis,2022-07-21,0.613, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1376,Sedhiou,2022-07-21,0.733, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1377,Tambacounda,2022-07-21,0.725, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2644,Thies,2022-07-21,0.624, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2645,Ziguinchor,2022-07-21,0.744, 2022,07,3, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,2636,Dakar,2022-08-01,0.611, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47585,Diourbel,2022-08-01,0.803, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47586,Fatick,2022-08-01,0.85, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1378,Kaffrine,2022-08-01,0.812, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1373,Kaolack,2022-08-01,0.869, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1374,Kedougou,2022-08-01,0.581, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,1375,Kolda,2022-08-01,0.492, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47587,Louga,2022-08-01,0.693, 2022,08,1, ,FAO-ASIS
Vegetation Health Index (VHI),Senegal,47588,Matam,2022-08-01,0.663, 2022,08,1, ,FAO-ASIS
